state_legislative_district,precinct,office,district,candidate,party,votes
39.0,39-944 Stebbins,U.S. House,1,"Watts, Jon B.",LIB,4
39.0,39-944 Stebbins,U.S. House,1,"Heikes, Gerald L. ",REP,0
39.0,39-944 Stebbins,U.S. House,1,"Tingley, Jesse J.",REP,5
39.0,39-944 Stebbins,U.S. House,1,"Wright, Stephen T.",REP,2
39.0,39-944 Stebbins,U.S. House,1,"Young, Don",REP,19
39.0,39-944 Stebbins,State Senate,T,"Olson, Donald C. ",DEM,35
39.0,39-944 Stebbins,State House,39,"Foster, Neal W.",DEM,39
39.0,39-946 Teller,U.S. Senate,,"Blatchford, Edgar",DEM,15
39.0,39-946 Teller,U.S. Senate,,"Metcalfe, Ray",DEM,13
39.0,39-946 Teller,U.S. Senate,,"Stevens, Cean",LIB,2
39.0,39-946 Teller,U.S. Senate,,"Kendall, Paul",REP,2
39.0,39-946 Teller,U.S. Senate,,"Lamb, Thomas",REP,0
39.0,39-946 Teller,U.S. Senate,,"Lochner, Bob",REP,3
39.0,39-946 Teller,U.S. Senate,,"Murkowski, Lisa",REP,27
39.0,39-946 Teller,U.S. House,1,"Hibler, William D. ",DEM,8
39.0,39-946 Teller,U.S. House,1,"Hinz, Lynette ",DEM,8
39.0,39-946 Teller,U.S. House,1,"Lindbeck, Steve",DEM,5
39.0,39-946 Teller,U.S. House,1,"McDermott, Jim C. ",LIB,5
39.0,39-946 Teller,U.S. House,1,"Watts, Jon B.",LIB,5
39.0,39-946 Teller,U.S. House,1,"Heikes, Gerald L. ",REP,2
39.0,39-946 Teller,U.S. House,1,"Tingley, Jesse J.",REP,0
39.0,39-946 Teller,U.S. House,1,"Wright, Stephen T.",REP,5
39.0,39-946 Teller,U.S. House,1,"Young, Don",REP,25
39.0,39-946 Teller,State Senate,T,"Olson, Donald C. ",DEM,31
39.0,39-946 Teller,State House,39,"Foster, Neal W.",DEM,31
39.0,39-948 Unalakleet,U.S. Senate,,"Blatchford, Edgar",DEM,30
39.0,39-948 Unalakleet,U.S. Senate,,"Metcalfe, Ray",DEM,16
39.0,39-948 Unalakleet,U.S. Senate,,"Stevens, Cean",LIB,5
39.0,39-948 Unalakleet,U.S. Senate,,"Kendall, Paul",REP,2
39.0,39-948 Unalakleet,U.S. Senate,,"Lamb, Thomas",REP,0
39.0,39-948 Unalakleet,U.S. Senate,,"Lochner, Bob",REP,6
39.0,39-948 Unalakleet,U.S. Senate,,"Murkowski, Lisa",REP,36
39.0,39-948 Unalakleet,U.S. House,1,"Hibler, William D. ",DEM,5
39.0,39-948 Unalakleet,U.S. House,1,"Hinz, Lynette ",DEM,9
39.0,39-948 Unalakleet,U.S. House,1,"Lindbeck, Steve",DEM,24
39.0,39-948 Unalakleet,U.S. House,1,"McDermott, Jim C. ",LIB,10
39.0,39-948 Unalakleet,U.S. House,1,"Watts, Jon B.",LIB,3
39.0,39-948 Unalakleet,U.S. House,1,"Heikes, Gerald L. ",REP,0
39.0,39-948 Unalakleet,U.S. House,1,"Tingley, Jesse J.",REP,1
39.0,39-948 Unalakleet,U.S. House,1,"Wright, Stephen T.",REP,7
39.0,39-948 Unalakleet,U.S. House,1,"Young, Don",REP,36
39.0,39-948 Unalakleet,State Senate,T,"Olson, Donald C. ",DEM,52
39.0,39-948 Unalakleet,State House,39,"Foster, Neal W.",DEM,50
39.0,39-950 Wales,U.S. Senate,,"Blatchford, Edgar",DEM,11
39.0,39-950 Wales,U.S. Senate,,"Metcalfe, Ray",DEM,4
39.0,39-950 Wales,U.S. Senate,,"Stevens, Cean",LIB,5
39.0,39-950 Wales,U.S. Senate,,"Kendall, Paul",REP,1
39.0,39-950 Wales,U.S. Senate,,"Lamb, Thomas",REP,0
39.0,39-950 Wales,U.S. Senate,,"Lochner, Bob",REP,0
39.0,39-950 Wales,U.S. Senate,,"Murkowski, Lisa",REP,4
39.0,39-950 Wales,U.S. House,1,"Hibler, William D. ",DEM,2
39.0,39-950 Wales,U.S. House,1,"Hinz, Lynette ",DEM,4
39.0,39-950 Wales,U.S. House,1,"Lindbeck, Steve",DEM,6
39.0,39-950 Wales,U.S. House,1,"McDermott, Jim C. ",LIB,3
39.0,39-950 Wales,U.S. House,1,"Watts, Jon B.",LIB,5
39.0,39-950 Wales,U.S. House,1,"Heikes, Gerald L. ",REP,1
39.0,39-950 Wales,U.S. House,1,"Tingley, Jesse J.",REP,0
39.0,39-950 Wales,U.S. House,1,"Wright, Stephen T.",REP,1
39.0,39-950 Wales,U.S. House,1,"Young, Don",REP,3
39.0,39-950 Wales,State Senate,T,"Olson, Donald C. ",DEM,22
39.0,39-950 Wales,State House,39,"Foster, Neal W.",DEM,18
39.0,39-952 White Mountain,U.S. Senate,,"Blatchford, Edgar",DEM,12
39.0,39-952 White Mountain,U.S. Senate,,"Metcalfe, Ray",DEM,6
39.0,39-952 White Mountain,U.S. Senate,,"Stevens, Cean",LIB,1
39.0,39-952 White Mountain,U.S. Senate,,"Kendall, Paul",REP,0
39.0,39-952 White Mountain,U.S. Senate,,"Lamb, Thomas",REP,0
39.0,39-952 White Mountain,U.S. Senate,,"Lochner, Bob",REP,0
39.0,39-952 White Mountain,U.S. Senate,,"Murkowski, Lisa",REP,5
39.0,39-952 White Mountain,U.S. House,1,"Hibler, William D. ",DEM,3
39.0,39-952 White Mountain,U.S. House,1,"Hinz, Lynette ",DEM,3
39.0,39-952 White Mountain,U.S. House,1,"Lindbeck, Steve",DEM,6
39.0,39-952 White Mountain,U.S. House,1,"McDermott, Jim C. ",LIB,3
39.0,39-952 White Mountain,U.S. House,1,"Watts, Jon B.",LIB,3
39.0,39-952 White Mountain,U.S. House,1,"Heikes, Gerald L. ",REP,0
39.0,39-952 White Mountain,U.S. House,1,"Tingley, Jesse J.",REP,1
39.0,39-952 White Mountain,U.S. House,1,"Wright, Stephen T.",REP,0
39.0,39-952 White Mountain,U.S. House,1,"Young, Don",REP,4
39.0,39-952 White Mountain,State Senate,T,"Olson, Donald C. ",DEM,21
39.0,39-952 White Mountain,State House,39,"Foster, Neal W.",DEM,20
40.0,40-002 Ambler,U.S. Senate,,"Blatchford, Edgar",DEM,16
40.0,40-002 Ambler,U.S. Senate,,"Metcalfe, Ray",DEM,13
40.0,40-002 Ambler,U.S. Senate,,"Stevens, Cean",LIB,5
40.0,40-002 Ambler,U.S. Senate,,"Kendall, Paul",REP,0
40.0,40-002 Ambler,U.S. Senate,,"Lamb, Thomas",REP,0
40.0,40-002 Ambler,U.S. Senate,,"Lochner, Bob",REP,0
40.0,40-002 Ambler,U.S. Senate,,"Murkowski, Lisa",REP,11
40.0,40-002 Ambler,U.S. House,1,"Hibler, William D. ",DEM,5
40.0,40-002 Ambler,U.S. House,1,"Hinz, Lynette ",DEM,6
40.0,40-002 Ambler,U.S. House,1,"Lindbeck, Steve",DEM,16
40.0,40-002 Ambler,U.S. House,1,"McDermott, Jim C. ",LIB,6
40.0,40-002 Ambler,U.S. House,1,"Watts, Jon B.",LIB,2
40.0,40-002 Ambler,U.S. House,1,"Heikes, Gerald L. ",REP,0
40.0,40-002 Ambler,U.S. House,1,"Tingley, Jesse J.",REP,0
40.0,40-002 Ambler,U.S. House,1,"Wright, Stephen T.",REP,1
40.0,40-002 Ambler,U.S. House,1,"Young, Don",REP,10
40.0,40-002 Ambler,State Senate,T,"Olson, Donald C. ",DEM,31
40.0,40-002 Ambler,State House,40,"Westlake, Dean",DEM,33
40.0,40-002 Ambler,State House,40,"Nageak, Benjamin",DEM,3
40.0,40-004 Anaktuvuk Pass,U.S. Senate,,"Blatchford, Edgar",DEM,5
40.0,40-004 Anaktuvuk Pass,U.S. Senate,,"Metcalfe, Ray",DEM,9
40.0,40-004 Anaktuvuk Pass,U.S. Senate,,"Stevens, Cean",LIB,5
40.0,40-004 Anaktuvuk Pass,U.S. Senate,,"Kendall, Paul",REP,0
40.0,40-004 Anaktuvuk Pass,U.S. Senate,,"Lamb, Thomas",REP,0
40.0,40-004 Anaktuvuk Pass,U.S. Senate,,"Lochner, Bob",REP,0
40.0,40-004 Anaktuvuk Pass,U.S. Senate,,"Murkowski, Lisa",REP,9
40.0,40-004 Anaktuvuk Pass,U.S. House,1,"Hibler, William D. ",DEM,5
40.0,40-004 Anaktuvuk Pass,U.S. House,1,"Hinz, Lynette ",DEM,4
40.0,40-004 Anaktuvuk Pass,U.S. House,1,"Lindbeck, Steve",DEM,4
40.0,40-004 Anaktuvuk Pass,U.S. House,1,"McDermott, Jim C. ",LIB,3
40.0,40-004 Anaktuvuk Pass,U.S. House,1,"Watts, Jon B.",LIB,3
40.0,40-004 Anaktuvuk Pass,U.S. House,1,"Heikes, Gerald L. ",REP,0
40.0,40-004 Anaktuvuk Pass,U.S. House,1,"Tingley, Jesse J.",REP,0
40.0,40-004 Anaktuvuk Pass,U.S. House,1,"Wright, Stephen T.",REP,0
40.0,40-004 Anaktuvuk Pass,U.S. House,1,"Young, Don",REP,8
40.0,40-004 Anaktuvuk Pass,State Senate,T,"Olson, Donald C. ",DEM,19
40.0,40-004 Anaktuvuk Pass,State House,40,"Westlake, Dean",DEM,7
40.0,40-004 Anaktuvuk Pass,State House,40,"Nageak, Benjamin",DEM,14
40.0,40-006 Atqasuk,U.S. Senate,,"Blatchford, Edgar",DEM,10
40.0,40-006 Atqasuk,U.S. Senate,,"Metcalfe, Ray",DEM,12
40.0,40-006 Atqasuk,U.S. Senate,,"Stevens, Cean",LIB,6
40.0,40-006 Atqasuk,U.S. Senate,,"Kendall, Paul",REP,1
40.0,40-006 Atqasuk,U.S. Senate,,"Lamb, Thomas",REP,0
40.0,40-006 Atqasuk,U.S. Senate,,"Lochner, Bob",REP,0
40.0,40-006 Atqasuk,U.S. Senate,,"Murkowski, Lisa",REP,6
40.0,40-006 Atqasuk,U.S. House,1,"Hibler, William D. ",DEM,9
40.0,40-006 Atqasuk,U.S. House,1,"Hinz, Lynette ",DEM,3
40.0,40-006 Atqasuk,U.S. House,1,"Lindbeck, Steve",DEM,6
40.0,40-006 Atqasuk,U.S. House,1,"McDermott, Jim C. ",LIB,6
40.0,40-006 Atqasuk,U.S. House,1,"Watts, Jon B.",LIB,4
40.0,40-006 Atqasuk,U.S. House,1,"Heikes, Gerald L. ",REP,0
40.0,40-006 Atqasuk,U.S. House,1,"Tingley, Jesse J.",REP,1
40.0,40-006 Atqasuk,U.S. House,1,"Wright, Stephen T.",REP,1
40.0,40-006 Atqasuk,U.S. House,1,"Young, Don",REP,5
40.0,40-006 Atqasuk,State Senate,T,"Olson, Donald C. ",DEM,25
40.0,40-006 Atqasuk,State House,40,"Westlake, Dean",DEM,6
40.0,40-006 Atqasuk,State House,40,"Nageak, Benjamin",DEM,25
40.0,40-008 Barrow,U.S. Senate,,"Blatchford, Edgar",DEM,36
40.0,40-008 Barrow,U.S. Senate,,"Metcalfe, Ray",DEM,43
40.0,40-008 Barrow,U.S. Senate,,"Stevens, Cean",LIB,19
40.0,40-008 Barrow,U.S. Senate,,"Kendall, Paul",REP,3
40.0,40-008 Barrow,U.S. Senate,,"Lamb, Thomas",REP,1
40.0,40-008 Barrow,U.S. Senate,,"Lochner, Bob",REP,0
40.0,40-008 Barrow,U.S. Senate,,"Murkowski, Lisa",REP,22
40.0,40-008 Barrow,U.S. House,1,"Hibler, William D. ",DEM,11
40.0,40-008 Barrow,U.S. House,1,"Hinz, Lynette ",DEM,25
40.0,40-008 Barrow,U.S. House,1,"Lindbeck, Steve",DEM,38
40.0,40-008 Barrow,U.S. House,1,"McDermott, Jim C. ",LIB,18
40.0,40-008 Barrow,U.S. House,1,"Watts, Jon B.",LIB,5
40.0,40-008 Barrow,U.S. House,1,"Heikes, Gerald L. ",REP,0
40.0,40-008 Barrow,U.S. House,1,"Tingley, Jesse J.",REP,2
40.0,40-008 Barrow,U.S. House,1,"Wright, Stephen T.",REP,5
40.0,40-008 Barrow,U.S. House,1,"Young, Don",REP,18
40.0,40-008 Barrow,State Senate,T,"Olson, Donald C. ",DEM,93
40.0,40-008 Barrow,State House,40,"Westlake, Dean",DEM,20
40.0,40-008 Barrow,State House,40,"Nageak, Benjamin",DEM,92
40.0,40-010 Browerville,U.S. Senate,,"Blatchford, Edgar",DEM,87
40.0,40-010 Browerville,U.S. Senate,,"Metcalfe, Ray",DEM,144
40.0,40-010 Browerville,U.S. Senate,,"Stevens, Cean",LIB,51
40.0,40-010 Browerville,U.S. Senate,,"Kendall, Paul",REP,2
40.0,40-010 Browerville,U.S. Senate,,"Lamb, Thomas",REP,1
40.0,40-010 Browerville,U.S. Senate,,"Lochner, Bob",REP,0
40.0,40-010 Browerville,U.S. Senate,,"Murkowski, Lisa",REP,33
40.0,40-010 Browerville,U.S. House,1,"Hibler, William D. ",DEM,35
40.0,40-010 Browerville,U.S. House,1,"Hinz, Lynette ",DEM,67
40.0,40-010 Browerville,U.S. House,1,"Lindbeck, Steve",DEM,91
40.0,40-010 Browerville,U.S. House,1,"McDermott, Jim C. ",LIB,72
40.0,40-010 Browerville,U.S. House,1,"Watts, Jon B.",LIB,14
40.0,40-010 Browerville,U.S. House,1,"Heikes, Gerald L. ",REP,4
40.0,40-010 Browerville,U.S. House,1,"Tingley, Jesse J.",REP,2
40.0,40-010 Browerville,U.S. House,1,"Wright, Stephen T.",REP,5
40.0,40-010 Browerville,U.S. House,1,"Young, Don",REP,25
40.0,40-010 Browerville,State Senate,T,"Olson, Donald C. ",DEM,277
40.0,40-010 Browerville,State House,40,"Westlake, Dean",DEM,46
40.0,40-010 Browerville,State House,40,"Nageak, Benjamin",DEM,276
40.0,40-012 Buckland,U.S. Senate,,"Blatchford, Edgar",DEM,22
40.0,40-012 Buckland,U.S. Senate,,"Metcalfe, Ray",DEM,25
40.0,40-012 Buckland,U.S. Senate,,"Stevens, Cean",LIB,7
40.0,40-012 Buckland,U.S. Senate,,"Kendall, Paul",REP,0
40.0,40-012 Buckland,U.S. Senate,,"Lamb, Thomas",REP,0
40.0,40-012 Buckland,U.S. Senate,,"Lochner, Bob",REP,0
40.0,40-012 Buckland,U.S. Senate,,"Murkowski, Lisa",REP,15
40.0,40-012 Buckland,U.S. House,1,"Hibler, William D. ",DEM,21
40.0,40-012 Buckland,U.S. House,1,"Hinz, Lynette ",DEM,9
40.0,40-012 Buckland,U.S. House,1,"Lindbeck, Steve",DEM,9
40.0,40-012 Buckland,U.S. House,1,"McDermott, Jim C. ",LIB,12
40.0,40-012 Buckland,U.S. House,1,"Watts, Jon B.",LIB,3
40.0,40-012 Buckland,U.S. House,1,"Heikes, Gerald L. ",REP,0
40.0,40-012 Buckland,U.S. House,1,"Tingley, Jesse J.",REP,0
40.0,40-012 Buckland,U.S. House,1,"Wright, Stephen T.",REP,0
40.0,40-012 Buckland,U.S. House,1,"Young, Don",REP,14
40.0,40-012 Buckland,State Senate,T,"Olson, Donald C. ",DEM,50
40.0,40-012 Buckland,State House,40,"Westlake, Dean",DEM,43
40.0,40-012 Buckland,State House,40,"Nageak, Benjamin",DEM,11
40.0,40-014 Deering,U.S. Senate,,"Blatchford, Edgar",DEM,11
40.0,40-014 Deering,U.S. Senate,,"Metcalfe, Ray",DEM,10
40.0,40-014 Deering,U.S. Senate,,"Stevens, Cean",LIB,3
40.0,40-014 Deering,U.S. Senate,,"Kendall, Paul",REP,0
40.0,40-014 Deering,U.S. Senate,,"Lamb, Thomas",REP,0
40.0,40-014 Deering,U.S. Senate,,"Lochner, Bob",REP,0
40.0,40-014 Deering,U.S. Senate,,"Murkowski, Lisa",REP,2
40.0,40-014 Deering,U.S. House,1,"Hibler, William D. ",DEM,2
40.0,40-014 Deering,U.S. House,1,"Hinz, Lynette ",DEM,2
40.0,40-014 Deering,U.S. House,1,"Lindbeck, Steve",DEM,9
40.0,40-014 Deering,U.S. House,1,"McDermott, Jim C. ",LIB,7
40.0,40-014 Deering,U.S. House,1,"Watts, Jon B.",LIB,4
40.0,40-014 Deering,U.S. House,1,"Heikes, Gerald L. ",REP,0
40.0,40-014 Deering,U.S. House,1,"Tingley, Jesse J.",REP,0
40.0,40-014 Deering,U.S. House,1,"Wright, Stephen T.",REP,0
40.0,40-014 Deering,U.S. House,1,"Young, Don",REP,2
40.0,40-014 Deering,State Senate,T,"Olson, Donald C. ",DEM,22
40.0,40-014 Deering,State House,40,"Westlake, Dean",DEM,22
40.0,40-014 Deering,State House,40,"Nageak, Benjamin",DEM,3
40.0,40-016 Kaktovik,U.S. Senate,,"Blatchford, Edgar",DEM,13
40.0,40-016 Kaktovik,U.S. Senate,,"Metcalfe, Ray",DEM,11
40.0,40-016 Kaktovik,U.S. Senate,,"Stevens, Cean",LIB,7
40.0,40-016 Kaktovik,U.S. Senate,,"Kendall, Paul",REP,0
40.0,40-016 Kaktovik,U.S. Senate,,"Lamb, Thomas",REP,0
40.0,40-016 Kaktovik,U.S. Senate,,"Lochner, Bob",REP,1
40.0,40-016 Kaktovik,U.S. Senate,,"Murkowski, Lisa",REP,11
40.0,40-016 Kaktovik,U.S. House,1,"Hibler, William D. ",DEM,11
40.0,40-016 Kaktovik,U.S. House,1,"Hinz, Lynette ",DEM,6
40.0,40-016 Kaktovik,U.S. House,1,"Lindbeck, Steve",DEM,7
40.0,40-016 Kaktovik,U.S. House,1,"McDermott, Jim C. ",LIB,6
40.0,40-016 Kaktovik,U.S. House,1,"Watts, Jon B.",LIB,1
40.0,40-016 Kaktovik,U.S. House,1,"Heikes, Gerald L. ",REP,0
40.0,40-016 Kaktovik,U.S. House,1,"Tingley, Jesse J.",REP,1
40.0,40-016 Kaktovik,U.S. House,1,"Wright, Stephen T.",REP,2
40.0,40-016 Kaktovik,U.S. House,1,"Young, Don",REP,9
40.0,40-016 Kaktovik,State Senate,T,"Olson, Donald C. ",DEM,30
40.0,40-016 Kaktovik,State House,40,"Westlake, Dean",DEM,4
40.0,40-016 Kaktovik,State House,40,"Nageak, Benjamin",DEM,28
40.0,40-018 Kiana,U.S. Senate,,"Blatchford, Edgar",DEM,32
40.0,40-018 Kiana,U.S. Senate,,"Metcalfe, Ray",DEM,23
40.0,40-018 Kiana,U.S. Senate,,"Stevens, Cean",LIB,9
40.0,40-018 Kiana,U.S. Senate,,"Kendall, Paul",REP,0
40.0,40-018 Kiana,U.S. Senate,,"Lamb, Thomas",REP,0
40.0,40-018 Kiana,U.S. Senate,,"Lochner, Bob",REP,0
40.0,40-018 Kiana,U.S. Senate,,"Murkowski, Lisa",REP,12
40.0,40-018 Kiana,U.S. House,1,"Hibler, William D. ",DEM,11
40.0,40-018 Kiana,U.S. House,1,"Hinz, Lynette ",DEM,16
40.0,40-018 Kiana,U.S. House,1,"Lindbeck, Steve",DEM,17
40.0,40-018 Kiana,U.S. House,1,"McDermott, Jim C. ",LIB,9
40.0,40-018 Kiana,U.S. House,1,"Watts, Jon B.",LIB,8
40.0,40-018 Kiana,U.S. House,1,"Heikes, Gerald L. ",REP,0
40.0,40-018 Kiana,U.S. House,1,"Tingley, Jesse J.",REP,0
40.0,40-018 Kiana,U.S. House,1,"Wright, Stephen T.",REP,0
40.0,40-018 Kiana,U.S. House,1,"Young, Don",REP,12
40.0,40-018 Kiana,State Senate,T,"Olson, Donald C. ",DEM,61
40.0,40-018 Kiana,State House,40,"Westlake, Dean",DEM,50
40.0,40-018 Kiana,State House,40,"Nageak, Benjamin",DEM,20
40.0,40-020 Kivalina,U.S. Senate,,"Blatchford, Edgar",DEM,25
40.0,40-020 Kivalina,U.S. Senate,,"Metcalfe, Ray",DEM,15
40.0,40-020 Kivalina,U.S. Senate,,"Stevens, Cean",LIB,17
40.0,40-020 Kivalina,U.S. Senate,,"Kendall, Paul",REP,3
40.0,40-020 Kivalina,U.S. Senate,,"Lamb, Thomas",REP,1
40.0,40-020 Kivalina,U.S. Senate,,"Lochner, Bob",REP,0
40.0,40-020 Kivalina,U.S. Senate,,"Murkowski, Lisa",REP,13
40.0,40-020 Kivalina,U.S. House,1,"Hibler, William D. ",DEM,10
40.0,40-020 Kivalina,U.S. House,1,"Hinz, Lynette ",DEM,15
40.0,40-020 Kivalina,U.S. House,1,"Lindbeck, Steve",DEM,12
40.0,40-020 Kivalina,U.S. House,1,"McDermott, Jim C. ",LIB,14
40.0,40-020 Kivalina,U.S. House,1,"Watts, Jon B.",LIB,5
40.0,40-020 Kivalina,U.S. House,1,"Heikes, Gerald L. ",REP,1
40.0,40-020 Kivalina,U.S. House,1,"Tingley, Jesse J.",REP,1
40.0,40-020 Kivalina,U.S. House,1,"Wright, Stephen T.",REP,3
40.0,40-020 Kivalina,U.S. House,1,"Young, Don",REP,12
40.0,40-020 Kivalina,State Senate,T,"Olson, Donald C. ",DEM,57
40.0,40-020 Kivalina,State House,40,"Westlake, Dean",DEM,38
40.0,40-020 Kivalina,State House,40,"Nageak, Benjamin",DEM,22
40.0,40-022 Kobuk,U.S. Senate,,"Blatchford, Edgar",DEM,8
40.0,40-022 Kobuk,U.S. Senate,,"Metcalfe, Ray",DEM,8
40.0,40-022 Kobuk,U.S. Senate,,"Stevens, Cean",LIB,7
40.0,40-022 Kobuk,U.S. Senate,,"Kendall, Paul",REP,0
40.0,40-022 Kobuk,U.S. Senate,,"Lamb, Thomas",REP,0
40.0,40-022 Kobuk,U.S. Senate,,"Lochner, Bob",REP,0
40.0,40-022 Kobuk,U.S. Senate,,"Murkowski, Lisa",REP,2
40.0,40-022 Kobuk,U.S. House,1,"Hibler, William D. ",DEM,4
40.0,40-022 Kobuk,U.S. House,1,"Hinz, Lynette ",DEM,4
40.0,40-022 Kobuk,U.S. House,1,"Lindbeck, Steve",DEM,10
40.0,40-022 Kobuk,U.S. House,1,"McDermott, Jim C. ",LIB,5
40.0,40-022 Kobuk,U.S. House,1,"Watts, Jon B.",LIB,1
40.0,40-022 Kobuk,U.S. House,1,"Heikes, Gerald L. ",REP,0
40.0,40-022 Kobuk,U.S. House,1,"Tingley, Jesse J.",REP,0
40.0,40-022 Kobuk,U.S. House,1,"Wright, Stephen T.",REP,0
40.0,40-022 Kobuk,U.S. House,1,"Young, Don",REP,2
40.0,40-022 Kobuk,State Senate,T,"Olson, Donald C. ",DEM,23
40.0,40-022 Kobuk,State House,40,"Westlake, Dean",DEM,27
40.0,40-022 Kobuk,State House,40,"Nageak, Benjamin",DEM,3
40.0,40-024 Kotzebue,U.S. Senate,,"Blatchford, Edgar",DEM,88
40.0,40-024 Kotzebue,U.S. Senate,,"Metcalfe, Ray",DEM,113
40.0,40-024 Kotzebue,U.S. Senate,,"Stevens, Cean",LIB,39
40.0,40-024 Kotzebue,U.S. Senate,,"Kendall, Paul",REP,5
40.0,40-024 Kotzebue,U.S. Senate,,"Lamb, Thomas",REP,1
40.0,40-024 Kotzebue,U.S. Senate,,"Lochner, Bob",REP,4
40.0,40-024 Kotzebue,U.S. Senate,,"Murkowski, Lisa",REP,58
40.0,40-024 Kotzebue,U.S. House,1,"Hibler, William D. ",DEM,23
40.0,40-024 Kotzebue,U.S. House,1,"Hinz, Lynette ",DEM,48
40.0,40-024 Kotzebue,U.S. House,1,"Lindbeck, Steve",DEM,110
40.0,40-024 Kotzebue,U.S. House,1,"McDermott, Jim C. ",LIB,44
40.0,40-024 Kotzebue,U.S. House,1,"Watts, Jon B.",LIB,11
40.0,40-024 Kotzebue,U.S. House,1,"Heikes, Gerald L. ",REP,3
40.0,40-024 Kotzebue,U.S. House,1,"Tingley, Jesse J.",REP,2
40.0,40-024 Kotzebue,U.S. House,1,"Wright, Stephen T.",REP,7
40.0,40-024 Kotzebue,U.S. House,1,"Young, Don",REP,55
40.0,40-024 Kotzebue,State Senate,T,"Olson, Donald C. ",DEM,242
40.0,40-024 Kotzebue,State House,40,"Westlake, Dean",DEM,158
40.0,40-024 Kotzebue,State House,40,"Nageak, Benjamin",DEM,110
40.0,40-026 Noatak,U.S. Senate,,"Blatchford, Edgar",DEM,36
40.0,40-026 Noatak,U.S. Senate,,"Metcalfe, Ray",DEM,34
40.0,40-026 Noatak,U.S. Senate,,"Stevens, Cean",LIB,12
40.0,40-026 Noatak,U.S. Senate,,"Kendall, Paul",REP,0
40.0,40-026 Noatak,U.S. Senate,,"Lamb, Thomas",REP,0
40.0,40-026 Noatak,U.S. Senate,,"Lochner, Bob",REP,0
40.0,40-026 Noatak,U.S. Senate,,"Murkowski, Lisa",REP,11
40.0,40-026 Noatak,U.S. House,1,"Hibler, William D. ",DEM,12
40.0,40-026 Noatak,U.S. House,1,"Hinz, Lynette ",DEM,11
40.0,40-026 Noatak,U.S. House,1,"Lindbeck, Steve",DEM,24
40.0,40-026 Noatak,U.S. House,1,"McDermott, Jim C. ",LIB,30
40.0,40-026 Noatak,U.S. House,1,"Watts, Jon B.",LIB,4
40.0,40-026 Noatak,U.S. House,1,"Heikes, Gerald L. ",REP,0
40.0,40-026 Noatak,U.S. House,1,"Tingley, Jesse J.",REP,0
40.0,40-026 Noatak,U.S. House,1,"Wright, Stephen T.",REP,1
40.0,40-026 Noatak,U.S. House,1,"Young, Don",REP,10
40.0,40-026 Noatak,State Senate,T,"Olson, Donald C. ",DEM,80
40.0,40-026 Noatak,State House,40,"Westlake, Dean",DEM,66
40.0,40-026 Noatak,State House,40,"Nageak, Benjamin",DEM,20
40.0,40-028 Noorvik,U.S. Senate,,"Blatchford, Edgar",DEM,38
40.0,40-028 Noorvik,U.S. Senate,,"Metcalfe, Ray",DEM,29
40.0,40-028 Noorvik,U.S. Senate,,"Stevens, Cean",LIB,19
40.0,40-028 Noorvik,U.S. Senate,,"Kendall, Paul",REP,1
40.0,40-028 Noorvik,U.S. Senate,,"Lamb, Thomas",REP,0
40.0,40-028 Noorvik,U.S. Senate,,"Lochner, Bob",REP,0
40.0,40-028 Noorvik,U.S. Senate,,"Murkowski, Lisa",REP,12
40.0,40-028 Noorvik,U.S. House,1,"Hibler, William D. ",DEM,22
40.0,40-028 Noorvik,U.S. House,1,"Hinz, Lynette ",DEM,20
40.0,40-028 Noorvik,U.S. House,1,"Lindbeck, Steve",DEM,22
40.0,40-028 Noorvik,U.S. House,1,"McDermott, Jim C. ",LIB,13
40.0,40-028 Noorvik,U.S. House,1,"Watts, Jon B.",LIB,8
40.0,40-028 Noorvik,U.S. House,1,"Heikes, Gerald L. ",REP,0
40.0,40-028 Noorvik,U.S. House,1,"Tingley, Jesse J.",REP,0
40.0,40-028 Noorvik,U.S. House,1,"Wright, Stephen T.",REP,0
40.0,40-028 Noorvik,U.S. House,1,"Young, Don",REP,13
40.0,40-028 Noorvik,State Senate,T,"Olson, Donald C. ",DEM,75
40.0,40-028 Noorvik,State House,40,"Westlake, Dean",DEM,74
40.0,40-028 Noorvik,State House,40,"Nageak, Benjamin",DEM,14
40.0,40-030 Nuiqsut,U.S. Senate,,"Blatchford, Edgar",DEM,4
40.0,40-030 Nuiqsut,U.S. Senate,,"Metcalfe, Ray",DEM,9
40.0,40-030 Nuiqsut,U.S. Senate,,"Stevens, Cean",LIB,3
40.0,40-030 Nuiqsut,U.S. Senate,,"Kendall, Paul",REP,0
40.0,40-030 Nuiqsut,U.S. Senate,,"Lamb, Thomas",REP,0
40.0,40-030 Nuiqsut,U.S. Senate,,"Lochner, Bob",REP,0
40.0,40-030 Nuiqsut,U.S. Senate,,"Murkowski, Lisa",REP,7
40.0,40-030 Nuiqsut,U.S. House,1,"Hibler, William D. ",DEM,3
40.0,40-030 Nuiqsut,U.S. House,1,"Hinz, Lynette ",DEM,3
40.0,40-030 Nuiqsut,U.S. House,1,"Lindbeck, Steve",DEM,7
40.0,40-030 Nuiqsut,U.S. House,1,"McDermott, Jim C. ",LIB,1
40.0,40-030 Nuiqsut,U.S. House,1,"Watts, Jon B.",LIB,2
40.0,40-030 Nuiqsut,U.S. House,1,"Heikes, Gerald L. ",REP,0
